RPP1  Regional price parities,,
RPPs: All items (index) ,,
Bureau of Economic Analysis ,,
Metropolitan and nonmetropolitan portions,,
GeoFips,GeoName,2012
1998,Alabama (Metropolitan Portion),89
1999,Alabama (Nonmetropolitan Portion),84.7
2998,Alaska (Metropolitan Portion),111.3
2999,Alaska (Nonmetropolitan Portion),99.3
4998,Arizona (Metropolitan Portion),98.9
4999,Arizona (Nonmetropolitan Portion),89.6
5998,Arkansas (Metropolitan Portion),89
5999,Arkansas (Nonmetropolitan Portion),84.9
6998,California (Metropolitan Portion),113.6
6999,California (Nonmetropolitan Portion),98.1
8998,Colorado (Metropolitan Portion),102.8
8999,Colorado (Nonmetropolitan Portion),96.4
9998,Connecticut (Metropolitan Portion),110.3
9999,Connecticut (Nonmetropolitan Portion),100.7
10998,Delaware (Metropolitan Portion),105.1
10999,Delaware (Nonmetropolitan Portion),0
11998,District of Columbia (Metropolitan Portion),118.7
11999,District of Columbia (Nonmetropolitan Portion),0
12998,Florida (Metropolitan Portion),99.5
12999,Florida (Nonmetropolitan Portion),89.7
13998,Georgia (Metropolitan Portion),93.8
13999,Georgia (Nonmetropolitan Portion),84.7
15998,Hawaii (Metropolitan Portion),122.7
15999,Hawaii (Nonmetropolitan Portion),103.9
16998,Idaho (Metropolitan Portion),94.1
16999,Idaho (Nonmetropolitan Portion),92.1
17998,Illinois (Metropolitan Portion),103
17999,Illinois (Nonmetropolitan Portion),84.1
18998,Indiana (Metropolitan Portion),92.5
18999,Indiana (Nonmetropolitan Portion),84.4
19998,Iowa (Metropolitan Portion),93
19999,Iowa (Nonmetropolitan Portion),85
20998,Kansas (Metropolitan Portion),92.4
20999,Kansas (Nonmetropolitan Portion),83.9
21998,Kentucky (Metropolitan Portion),90.7
21999,Kentucky (Nonmetropolitan Portion),85.8
22998,Louisiana (Metropolitan Portion),93.4
22999,Louisiana (Nonmetropolitan Portion),84.6
23998,Maine (Metropolitan Portion),99.8
23999,Maine (Nonmetropolitan Portion),95.8
24998,Maryland (Metropolitan Portion),112.9
24999,Maryland (Nonmetropolitan Portion),92.7
25998,Massachusetts (Metropolitan Portion),107.5
25999,Massachusetts (Nonmetropolitan Portion),101.6
26998,Michigan (Metropolitan Portion),95.9
26999,Michigan (Nonmetropolitan Portion),86.9
27998,Minnesota (Metropolitan Portion),101.1
27999,Minnesota (Nonmetropolitan Portion),86
28998,Mississippi (Metropolitan Portion),90.3
28999,Mississippi (Nonmetropolitan Portion),82.9
29998,Missouri (Metropolitan Portion),89.5
29999,Missouri (Nonmetropolitan Portion),83.2
30998,Montana (Metropolitan Portion),95.7
30999,Montana (Nonmetropolitan Portion),92.7
31998,Nebraska (Metropolitan Portion),93.6
31999,Nebraska (Nonmetropolitan Portion),84.7
32998,Nevada (Metropolitan Portion),98.7
32999,Nevada (Nonmetropolitan Portion),95.2
33998,New Hampshire (Metropolitan Portion),108.7
33999,New Hampshire (Nonmetropolitan Portion),101.3
34998,New Jersey (Metropolitan Portion),114.4
34999,New Jersey (Nonmetropolitan Portion),0
35998,New Mexico (Metropolitan Portion),96
35999,New Mexico (Nonmetropolitan Portion),91.5
36998,New York (Metropolitan Portion),117.5
36999,New York (Nonmetropolitan Portion),95.7
37998,North Carolina (Metropolitan Portion),93
37999,North Carolina (Nonmetropolitan Portion),86.5
38998,North Dakota (Metropolitan Portion),94
38999,North Dakota (Nonmetropolitan Portion),86.7
39998,Ohio (Metropolitan Portion),90.2
39999,Ohio (Nonmetropolitan Portion),84.1
40998,Oklahoma (Metropolitan Portion),91.8
40999,Oklahoma (Nonmetropolitan Portion),86.3
41998,Oregon (Metropolitan Portion),99.9
41999,Oregon (Nonmetropolitan Portion),93.7
42998,Pennsylvania (Metropolitan Portion),99.9
42999,Pennsylvania (Nonmetropolitan Portion),92
44998,Rhode Island (Metropolitan Portion),99
44999,Rhode Island (Nonmetropolitan Portion),0
45998,South Carolina (Metropolitan Portion),91.9
45999,South Carolina (Nonmetropolitan Portion),84.6
46998,South Dakota (Metropolitan Portion),93.5
46999,South Dakota (Nonmetropolitan Portion),83.4
47998,Tennessee (Metropolitan Portion),92.3
47999,Tennessee (Nonmetropolitan Portion),85
48998,Texas (Metropolitan Portion),98
48999,Texas (Nonmetropolitan Portion),88
49998,Utah (Metropolitan Portion),97.5
49999,Utah (Nonmetropolitan Portion),92.3
50998,Vermont (Metropolitan Portion),102.9
50999,Vermont (Nonmetropolitan Portion),99.2
51998,Virginia (Metropolitan Portion),106
51999,Virginia (Nonmetropolitan Portion),89.7
53998,Washington (Metropolitan Portion),104.2
53999,Washington (Nonmetropolitan Portion),95.6
54998,West Virginia (Metropolitan Portion),90.1
54999,West Virginia (Nonmetropolitan Portion),85.8
55998,Wisconsin (Metropolitan Portion),95
55999,Wisconsin (Nonmetropolitan Portion),86.5
56998,Wyoming (Metropolitan Portion),96.7
56999,Wyoming (Nonmetropolitan Portion),95.8
Legend / Footnotes:,,
"Last updated: April 24, 2014.",,
