id,state,regionalPriceParity,purchasingPower,metroName
38097,38,86.7,115.3402537,North Dakota (Nonmetropolitan Portion)
38099,38,86.7,115.3402537,North Dakota (Nonmetropolitan Portion)
38101,38,86.7,115.3402537,North Dakota (Nonmetropolitan Portion)
38103,38,86.7,115.3402537,North Dakota (Nonmetropolitan Portion)
38105,38,86.7,115.3402537,North Dakota (Nonmetropolitan Portion)
39001,39,84.1,118.9060642,Ohio (Nonmetropolitan Portion)
39003,39,89,112.3595506,"Lima, OH (Metropolitan Statistical Area)"
39005,39,84.1,118.9060642,Ohio (Nonmetropolitan Portion)
39007,39,84.1,118.9060642,Ohio (Nonmetropolitan Portion)
39009,39,84.1,118.9060642,Ohio (Nonmetropolitan Portion)
39011,39,84.1,118.9060642,Ohio (Nonmetropolitan Portion)
39013,39,86.3,115.8748552,"Wheeling, WV-OH (Metropolitan Statistical Area)"
39015,39,91.5,109.2896175,"Cincinnati, OH-KY-IN (Metropolitan Statistical Area)"
39017,39,91.5,109.2896175,"Cincinnati, OH-KY-IN (Metropolitan Statistical Area)"
39019,39,89.4,111.8568233,"Canton-Massillon, OH (Metropolitan Statistical Area)"
39021,39,84.1,118.9060642,Ohio (Nonmetropolitan Portion)
39023,39,89.4,111.8568233,"Springfield, OH (Metropolitan Statistical Area)"
39025,39,91.5,109.2896175,"Cincinnati, OH-KY-IN (Metropolitan Statistical Area)"
39027,39,84.1,118.9060642,Ohio (Nonmetropolitan Portion)
39029,39,84.1,118.9060642,Ohio (Nonmetropolitan Portion)
39031,39,84.1,118.9060642,Ohio (Nonmetropolitan Portion)
39033,39,84.1,118.9060642,Ohio (Nonmetropolitan Portion)
39035,39,89.2,112.1076233,"Cleveland-Elyria, OH (Metropolitan Statistical Area)"
39037,39,84.1,118.9060642,Ohio (Nonmetropolitan Portion)
39039,39,84.1,118.9060642,Ohio (Nonmetropolitan Portion)
39041,39,93.8,106.6098081,"Columbus, OH (Metropolitan Statistical Area)"
39043,39,84.1,118.9060642,Ohio (Nonmetropolitan Portion)
39045,39,93.8,106.6098081,"Columbus, OH (Metropolitan Statistical Area)"
39047,39,84.1,118.9060642,Ohio (Nonmetropolitan Portion)
39049,39,93.8,106.6098081,"Columbus, OH (Metropolitan Statistical Area)"
39051,39,89.8,111.3585746,"Toledo, OH (Metropolitan Statistical Area)"
39053,39,84.1,118.9060642,Ohio (Nonmetropolitan Portion)
39055,39,89.2,112.1076233,"Cleveland-Elyria, OH (Metropolitan Statistical Area)"
39057,39,91,109.8901099,"Dayton, OH (Metropolitan Statistical Area)"
39059,39,84.1,118.9060642,Ohio (Nonmetropolitan Portion)
39061,39,91.5,109.2896175,"Cincinnati, OH-KY-IN (Metropolitan Statistical Area)"
39063,39,84.1,118.9060642,Ohio (Nonmetropolitan Portion)
39065,39,84.1,118.9060642,Ohio (Nonmetropolitan Portion)
